NAME,ADDRESS,PHONE,WEBSITE,URL
Ab Artworlds,"No 400, Ikwere Road, Port Harcourt, Rivers State Nigeria","0806 957 8603, 08 477 2281",http://abartworld.com/about-us/,https://www.finelib.com/listing/Ab-Artworlds/7745/
Globe Motors,"178 -186 Aba Expressway, Areta Estate Farm, Port Harcourt, Rivers State, Nigeria","0702 577 4147, 0704 021 1229, 0803 314 5415",https://globemotors.ng/,https://www.finelib.com/listing/Globe-Motors/7747/
Speedtech Microsystems,"No1 Marine Base, Port Harcourt, Rivers State, Nigeria","0806 070 5053, 0809 234 3563",https://www.speedtechms.com/,https://www.finelib.com/listing/Speedtech-Microsystems/7758/
Stallion Motors - Port Harcourt,"117, Trans-Amadi Road Industrial Layout, Port Harcourt, Rivers State Nigeria",0807 109 1242,https://www.volkswagen.com.ng/en/service/service-contact.html,https://www.finelib.com/listing/Stallion-Motors--Port-Harcourt/7772/
Dana Motors,"57, Olu Obasanjo Road, Rabisi, Port Harcourt, Rivers State Nigeria","0803 676 3333, 084-461 192",https://www.danagroup.com/,https://www.finelib.com/listing/Dana-Motors/7773/
Hyundai Motors Nigeria Limited,"117, Trans Amadi Industrial layout, Port Harcourt, Rivers State, Nigeria",0815 267 6909,https://www.hyundai.com/ng/en,https://www.finelib.com/listing/Hyundai-Motors-Nigeria-Limited/7775/
Pitstop Nigeria,"Plot 464 Trans Amadi Layout, Port Harcourt, Rivers Nigeria","0805 869 8899, 0805 869 8890",http://www.pitstop-nigeria.com/,https://www.finelib.com/listing/Pitstop-Nigeria/7777/
L.A Girl Nigeria,"Ere Beauty, 3/5, Harbour Road, Township, Port Harcourt, Rivers State",0907 448 6841,https://lagirlnigeria.com,https://www.finelib.com/listing/LA-Girl-Nigeria/7799/
Paperworth Books,"187 Woji Road, GRA Phase 2, Port Harcourt, Rivers State",0802 313 0116,https://paperworthbooks.com/,https://www.finelib.com/listing/Paperworth-Books/7801/
Computer Warehouse Group,"11A Igbodo Street, Old GRA, Port Harcourt, Rivers State, Nigeria","0814 138 1197, 0814 138 1198, 0807 709 9770",https://cwg-plc.com/,https://www.finelib.com/listing/Computer-Warehouse-Group/7810/
Chuxel International,"10 Ogbunabali Road by Garrison Junction, Port Harcourt, Rivers State","0809 848 7777, 0809 797 0135, 0703 483 2530",https://chuxelcomputers.com/,https://www.finelib.com/listing/Chuxel-International/7813/
Lifemate Nigeria,"Plot 316, GRA IV Extension, Liberation Stadium Road, Port Harcourt, Rivers Nigeria","0812 996 2973, 0902 666 6618",https://www.elifemate.com/,https://www.finelib.com/listing/Lifemate-Nigeria/7815/
Yuli Interiors,"Online Store, Port Harcourt, Rivers State Nigeria","0811 441 0411, 0902 759 1187",https://www.yuliinterior.com,https://www.finelib.com/listing/Yuli-Interiors/7825/
Fouani Nigeria,"268 Trans Amadi Industrial Layout, Port Harcourt, Rivers State","0810 753 9441, 0810 753 9442, 0810 753 9448",https://www.fouanistore.com/,https://www.finelib.com/listing/Fouani-Nigeria/7827/
Sims Nigeria Limited,"71, Trans Amadi Industrial Layout, Port Harcourt, Rivers State","0705 109 3257, 0705 109 3263",https://simsng.com/,https://www.finelib.com/listing/Sims-Nigeria-Limited/7828/
Fast Forward Retail,"107 Aba Road, Port Harcourt, Rivers State",0703 175 8429,https://fastforwardstores.com/,https://www.finelib.com/listing/Fast-Forward-Retail/7832/
Mr Price Group Ltd,"Shop 29, 1 Azikiwe Road, Mrp Port Harcourt Mall, Port Harcourt, Rivers State","084 556 368, 01 454 3003",https://www.mrp.com/en_ng/,https://www.finelib.com/listing/Mr-Price-Group-Ltd/7834/
Syinix,"2nd Floor, No.17 Rumuobikani, Trans-Amadi Road, Part Harcourt, Rivers State","0818 170 0046, 0818 170 0074",https://www.syinix.com/,https://www.finelib.com/listing/Syinix/7835/
Slot Port Harcourt,"Nextime Trading Company, Sani Abacha Road, Rumueme, Rivers State","0906 208 3637, 0906 208 3743, 0906 208 3744",https://slot.ng/,https://www.finelib.com/listing/Slot-Port-Harcourt/7840/
Nigerian Bar Association,"Law Centre Complex (Rivers State Judiciary), Port-Harcourt, Rivers State, Nigeria","0803 307 834, 0803 309 4298, 0802 319 6376",https://www.nbaph.org.ng/,https://www.finelib.com/listing/Nigerian-Bar-Association/7841/
Sparklyn Wash Services,"12 Woji Road, GRA Phase 2, Port Harcourt, Rivers State, Nigeria",0903 760 4034,https://sparklynwash.com/,https://www.finelib.com/listing/Sparklyn-Wash-Services/7846/
Petronella Nigeria Limited,"KM3, Eneka-Igwuruta Road, Igwuruta, Ikwerre, Rivers State","0808 966 6095, 0818 739 7105, 0816 520 7689",https://www.petronella.com.ng/,https://www.finelib.com/listing/Petronella-Nigeria-Limited/7863/
TND Press,"34, Old Aba Road, Rumuobiakani, Port Harcourt, Rivers Nigeria","0805 800 7161, 0704 343 2588",https://tndpress.com/,https://www.finelib.com/listing/TND-Press/7870/
Balance Security Services Limited,"Bluesteel Boulevard, Market Junction, Aba Road, Port Harcourt, Rivers Nigeria","0811 395 1666, 0811 395 1662, 0811 395 1663",https://balancesecurityltd.com/,https://www.finelib.com/listing/Balance-Security-Services-Limited/7871/
GardaWorld,"200 School Road Elelenwo, Port Harcourt, Rivers Nigeria",0809 047 0237,https://www.garda.com/locations/nigeria/rivers/port-harcourt/port-harcourt,https://www.finelib.com/listing/GardaWorld/7873/
Bim Securities Limited,"Road 24, Block 1, Agip Estate, Rumueme, Port Harcourt, Rivers Nigeria","0809 081 5541, 0809 081 5328, 0809 081 5334",https://www.bimssecurities.com/,https://www.finelib.com/listing/Bim-Securities-Limited/7875/
Bereton Monitessori Primary,"8 Ernest Ikoli Street, Old GRA, Port Harcourt, Rivers State, Nigeria","0815 090 3454, 084 234 074",https://beretonmontessori.com/,https://www.finelib.com/listing/Bereton-Monitessori-Primary/7876/
Sunrise School,"34 kolokuma Street Borokiri, Port Harcourt, Rivers State, Nigeria",0803 335 8270,https://sunrise-school.com.ng/,https://www.finelib.com/listing/Sunrise-School/7877/
Excellent Montessori Schools - EMS,"197, NTA/Choba Road, Mgbuoba, Port Harcourt, Rivers State, Nigeria","0810 138 5093, 0817 409 2314",http://www.excellentmontessorischools.com/,https://www.finelib.com/listing/Excellent-Montessori-Schools--EMS/7882/
Buy Right,"18, Ezimgbu Link Road, GRA Phase IV, Mopol 19 Mummy-B Bypass, Port Harcourt, Rivers State","0703 549 2994, 0703 710 2414",https://prag.global/,https://www.finelib.com/listing/Buy-Right/7885/
Educare International Daycare & Nursery Ltd,"173 Woji Road, G.R.A. Phase 2, Port Harcourt, Rivers State","0802 3379 623, 084 462 238",https://educareph.org/,https://www.finelib.com/listing/Educare-International-Daycare--Nursery-Ltd/7892/
Offshore Technology Institute Nigeria,"Offshore Technology Institute, University Of Port Harcourt, Choba, Port Harcourt, Rivers, Nigeria","0805 632 0209, 0705 305 8407",https://otiuniport.edu.ng/,https://www.finelib.com/listing/Offshore-Technology-Institute-Nigeria/7897/
Rivers State University,"Nkpolu - Oroworukwo, Port Harcourt, Rivers State, Nigeria",0803 312 6790,https://www.rsu.edu.ng/,https://www.finelib.com/listing/Rivers-State-University/7898/
University of Port Harcourt,"East / West Road, Choba, Port Harcourt, Rivers State","0803 876 0893, 084 817 941",https://www.uniport.edu.ng/,https://www.finelib.com/listing/University-of-Port-Harcourt/7899/
Shawsand Medical Centre,"Kilometre 14, Port Harcourt/Aba Expressway, Port Harcourt, Rivers State","0805-209 7259, 0704-197 3910, 0703 772 3017",https://www.shawsandmedicalcentre.com/,https://www.finelib.com/listing/Shawsand-Medical-Centre/7902/
SMT Port Harcourt,"200 Airport /AirForce Road Eliozu, Port Harcourt, Rivers State","0802 374 7678, 0807 109 02 50",https://www.volvotrucks.com/en-wa/markets/nigeria.html,https://www.finelib.com/listing/SMT-Port-Harcourt/7911/
Tontex Gardens,"3A Stadium Road, Elekahia Port Harcourt, Rivers State","0803 303 0682, 0817 427 1200",https://www.tontexgardens.com/,https://www.finelib.com/listing/Tontex-Gardens/7915/
Ansett Diagnostic Hospital Limited (ADHL),"Plot 68, Ordinance Road, Trans Amadi Industrial Layout, Port Harcourt, Rivers state","0803 708 2625, 082-447-0850",https://ansettgroup.com/,https://www.finelib.com/listing/Ansett-Diagnostic-Hospital-Limited-ADHL/7922/
Sports World Nigeria,"Shop 16, Port Harcourt Shopping Mall, 1, Azikwe Road, Close to Government House, Port Harcourt, Rivers State Nigeria","0909 152 3572, 01 453 3454",https://www.sportsworldngr.com,https://www.finelib.com/listing/Sports-World-Nigeria/7928/
Mega Optics Limited,"Plot Ax1, Road 13 Federal Housing Estate, Rumueme, Port Harcourt, Rivers Nigeria","0805 682 8193, 0809 131 2840, 0803 339 3730",https://www.megaopticsng.com/,https://www.finelib.com/listing/Mega-Optics-Limited/7931/
Alpha Pharmacy and Stores Limited,"Nop 59, Ogunabali Street, Port Harcourt, Rivers State Nigeria",0908 476 8604,https://alphapharmacy.com.ng/,https://www.finelib.com/listing/Alpha-Pharmacy-and-Stores-Limited/7933/
Peace Mass Transit Limited,"Opposite Bori Camp, Rumuola, Portharcourt, Rivers State, Nigeria","0805 509 1820, 0703 415 7751, 0700 732 2362",https://pmt.ng/,https://www.finelib.com/listing/Peace-Mass-Transit-Limited/7935/
Akwa Ibom Transport Company,"Plot 107 Trans-Amadi Industrial Layout, Port Harcourt, Rivers State, Nigeria","0803 236 0090, 0812 773 7631",http://nsikmotors.com,https://www.finelib.com/listing/Akwa-Ibom-Transport-Company/7938/
Princess Medical Centre,"7, National Supply Road, Trans-Amadi Industrial Layout, Port Harcourt, Rivers Nigeria","0803 339 5240, 0806 367 4818, 0703 895 8745",https://princessmedical.com/,https://www.finelib.com/listing/Princess-Medical-Centre/7939/
Quicka Nigeria Limited,"99 Rivoc Road, Off Trans Amadi Industrial Layout, Port Harcourt, Rivers State","0808 810 0000, 0805 666 9990, 0803 400 7749",https://quickaltd.com/,https://www.finelib.com/listing/Quicka-Nigeria-Limited/7942/
Petrock Forwarders Limited,"475, Industry Road, Rumuokuta, Port Harcourt, Rivers State, Nigeria","0803 474 3257, 0809 469 3414",https://petrock.sitesng.com/,https://www.finelib.com/listing/Petrock-Forwarders-Limited/7944/
Bona Dental Clinic,"Plot 80A, FHA Estate, Along Peter Odili Road, Trans Amadi Ind. Layout,, Port Harcourt, Rivers Nigeria","0803 530 0379, 084 239 093",https://www.bonadentalclinic.com/,https://www.finelib.com/listing/Bona-Dental-Clinic/7945/
PSI Global Logistics,"Plot 26, Block 33 Alcon Federal Housing estate, Woji, Port Harcourt, Rivers State, Nigeria","0802 640 6247, 0812 621 0203, 0812 621 0205",https://psishipping.com/,https://www.finelib.com/listing/PSI-Global-Logistics/7946/
Red Star Express Plc,"54D, Trans Amadi, Nkpogu, Port harcourt, River State Nigeria","0906 207 1819, 0906 207 1812, 0806 431 7147",https://redstarplc.com/,https://www.finelib.com/listing/Red-Star-Express-Plc/7950/
"EMS Speedpost, Port Harcourt","No 10 Station Road, Rivers State, Nigeria",0908 710 0300,http://www.emsng.com/,https://www.finelib.com/listing/EMS-Speedpost-Port-Harcourt/7951/
NES Shipping Ltd,"20, Chinwona Street, Off Int'l Airport Road, Rumuodomaya, Port Harcourt, Rivers State, Nigeria","0803 340 4538, 0802 319 0919",http://www.nesshipping.com/,https://www.finelib.com/listing/NES-Shipping-Ltd/7952/
Waterlane Resources Limited,"43, Aba Road/Kaduna Street Junction, Port Harcourt, Rivers State, Nigeria",0802 306 9525,http://waterlaneng.com,https://www.finelib.com/listing/Waterlane-Resources-Limited/7957/
Cenouxs Logistics Ltd,"Plot A4 Trans - Amadi Industrial Layout, Port Harcourt, Rivers State","084 461 742, 084 461 743",http://www.cenouxs.com/aboutus.html,https://www.finelib.com/listing/Cenouxs-Logistics-Ltd/7965/
EFK Logistics Nigeria Ltd,"Plot 6, Michael Amadi Close, New Airport Road, Port Harcourt, Rivers State, Nigeria","0812 183 0015, 0802 837 0977, 0813 716 1094",http://www.efkworld.com,https://www.finelib.com/listing/EFK-Logistics-Nigeria-Ltd/7968/
Dial Travels Bureau Limited,"No 22 Oheato D-Line, Port Harcourt, Rivers State, Nigeria","0809 773 7030, 0803 552 4400",https://dialtravels.com/,https://www.finelib.com/listing/Dial-Travels-Bureau-Limited/7969/
Easylife Preparation Resources Limited,"122, NTA Road Mgbuoba, Port Harcourt, Rivers State Nigeria","0704 617 6431, 0809 991 3038",https://easylifepreparation.com/,https://www.finelib.com/listing/Easylife-Preparation-Resources-Limited/7970/
Arik Air Nigeria Limited,"47 Aba Road, Eastern Garden House, Omagwa, Port Harcourt, Rivers State, Nigeria",01 279 9999,https://www.arikair.com/,https://www.finelib.com/listing/Arik-Air-Nigeria-Limited/7977/
Fly Aero Nigeria Limited,"Nigerian Airforce Base, Port Harcourt, Rivers State, Nigeria",084 784 910,http://www.flyaero.com/,https://www.finelib.com/listing/Fly-Aero-Nigeria-Limited/7980/
Port Harcourt International Airport,"Kaicon Express Way, Port Harcourt, Rivers State, Nigeria",084 231 909,https://www.faan.gov.ng/,https://www.finelib.com/listing/Port-Harcourt-International-Airport/7981/
Sports World Nigeria,"Shop 16, Port Harcourt Shopping Mall, 1, Azikwe Road, Close to Government House, Port Harcourt, Rivers State",01 453 3454,http://www.sportsworldngr.com,https://www.finelib.com/listing/Sports-World-Nigeria/7990/
Difameg Network Nigeria Limited,"14, Mini Woji Street Off Woji Road, Woji Town, Port Harcourt, Rivers State Nigeria","0803 468 2529, 0805 583 0444",http://www.difameg.com/,https://www.finelib.com/listing/Difameg-Network-Nigeria-Limited/7998/
Brandwone ICT Solutions,"Lenu Plaza, 5, Abacha Road, GRA, Port Harcourt, Rivers State Nigeria","0705 314 2558, 0816 052 6790",https://www.brandwoneict.com/,https://www.finelib.com/listing/Brandwone-ICT-Solutions/7999/
"Fast Forward Retail Store, Port Harcourt Branch","107 Aba Road, Port Harcourt, Rivers State, Nigeria","0703 175 8429, 0704 632 9437",https://fastforwardstores.com,https://www.finelib.com/listing/Fast-Forward-Retail-Store-Port-Harcourt-Branch/8031/
Silverbird Cinemas,"Former Obi Wali Cultural Center, Mile 1, Diobu Port Harcourt, Rivers State","0809 786 8077, 0806 861 6330, 0807 548 3518",https://silverbirdcinemas.com/,https://www.finelib.com/listing/Silverbird-Cinemas/8076/
Genesis deluxe Cinemas,"39, Tombia Street, Genesis Center, GRA Phase 2, Port Harcourt, Rivers State Nigeria",0816 191 8999,https://genesiscinemas.com/,https://www.finelib.com/listing/Genesis-deluxe-Cinemas/8077/
Boys' Quarters Project Space,"24 Aggrey Road, Port harcourt, Rivers State Nigeria",0817 725 1990,http://www.boysquartersprojectspace.com/,https://www.finelib.com/listing/Boys-Quarters-Project-Space/8099/
Geoplex,"2, Chief Nwuke Road, Trans Amadi Industrial Layout, Port Harcourt, Rivers State, Nigeria","084 612736, 01 873 6370",http://www.geoplex.com/,https://www.finelib.com/listing/Geoplex/8117/
Chioma Productions Limited,"2, Faith Avenue Rumuomasi, Port Harcourt, River State, Nigeria",0803 305 7511,http://chiomaproductions.com,https://www.finelib.com/listing/Chioma-Productions-Limited/8118/
Chesroc Nigeria Limited,"Plot 236 Iyowuna Drive, Trans Amadi, Port Harcourt, Rivers Nigeria",084 797 683,http://www.chesroc.com/?page=home,https://www.finelib.com/listing/Chesroc-Nigeria-Limited/8127/
Plantgeria Company,"Plot 303 Danjuma Drive, Off Peter Odili Road Trans Amadi Industrial Layout, Port Harcourt, Rivers Nigeria","0815 991 3982, 0810 540 7185",http://www.plantgeria.com/,https://www.finelib.com/listing/Plantgeria-Company/8531/
ipNX Internet,"No 224, Aba Road, Port Harcourt, Rivers State Nigeria",084 361 111,https://ipnxnigeria.net/,https://www.finelib.com/listing/ipNX-Internet/8814/
Air Liquide,"Plot 108, Trans Amadi Industrial Layout, Portharcourt, Rivers State, Nigeria","084 789 906, 084 818 075",https://www.airliquide.com/nigeria,https://www.finelib.com/listing/Air-Liquide/9359/
Mangoch International Limited,"127 Trans Amadi Industrial Layout, (Opposite Hlliburton Energy Services Ltd),, Port Harcourt, Rivers State, Nigeria","0803 581 9545, 0803 550 0337, 0803 549 8242",http://www.mangoch.com,https://www.finelib.com/listing/Mangoch-International-Limited/9750/
Udo Udoma & Belo Osagie,"16, Khana Street, D-Line, Port Harcourt, Rivers State, Nigeria",0706 064 8338,https://uubo.org/,https://www.finelib.com/listing/Udo-Udoma--Belo-Osagie/9804/
Genesis Centre,N/A,N/A,N/A,https://www.finelib.com/listing/Genesis-Centre/9811/
Ark Insurance Brokers,"20, Daniel Kalio Street, formerly Ohaeto Street, D/Line, Port-Harcourt, Rivers State, Nigeria",084-900 976,https://arkinsurancegroup.com/,https://www.finelib.com/listing/Ark-Insurance-Brokers/9899/
Guinea Insurance Plc,"174 Aba Expressway, Port-Harcourt, River State, Nigeria","0803 302 7159, 0806 037 1650",http://www.guineainsurance.com/,https://www.finelib.com/listing/Guinea-Insurance-Plc/9904/
Nigerian Shippers' Council,"32A, King Perekule Street, GRA Phase 2, Port Harcourt, Rivers State","0700 744 7737, 0709 876 7066, 0709 876 7065",https://shipperscouncil.gov.ng/,https://www.finelib.com/listing/Nigerian-Shippers-Council/9916/
Kabelmetal Nigeria Plc,"6, Bori Road, Rumuibekwe Port Harcourt, River State, Nigeria","0810 494 4970, 0709 870 0947",https://kabelmetal-nocaco.com/kabelmetal/,https://www.finelib.com/listing/Kabelmetal-Nigeria-Plc/9927/
Silverbird Cinemas,"Former Obi Wali Cultural Center, MILE 1, Diobu, Port Harcourt, Rivers State, Nigeria","0809 786 8077, 0806 861 6330, 0807 548 3518",https://silverbirdcinemas.com/,https://www.finelib.com/listing/Silverbird-Cinemas/9955/
Gadget Place,"Big Treat Mall (First Floor) 1 Stadium Road Air Force Base Junction, Port Harcourt, Rivers State, Nigeria","0807 277 7220, 0806 689 8284",https://www.gadgetplace.com/,https://www.finelib.com/listing/Gadget-Place/9979/
Jake West Photography,"Suite 12 Brent Plaza, 61, Chinda Road, off Ada-George Road, Port Harcourt, Rivers State, Nigeria",0805 936 3013,https://www.jakewestphoto.com/,https://www.finelib.com/listing/Jake-West-Photography/9992/
Ruff 'n' Tumble,"Genesis Center, 58, Tombia Street, GRA Phase 2 Port Harcourt, Rivers State, Nigeria","0907 074 3594, 0907 066 1804",https://www.ruffntumblekids.com,https://www.finelib.com/listing/Ruff-n-Tumble/10062/
Kon-X Group,"26, Ohaeto Street, Ground Floor, D-Line Port Harcourt, Rivers State, Nigeria","0803 762 0168, 0703 150 6298, 084 575 480",https://www.kon-xgroup.com/,https://www.finelib.com/listing/KonX-Group/10070/
AA Rescue Limited,"Plot 96/98 Olu Obasanjo Way, Port Harcourt, Rivers , Nigeria","+234 802 555 6666, +234 815 084 6082",https://aarescuenigeria.com/,https://www.finelib.com/listing/AA-Rescue-Limited/10115/
Derotech International Ltd,"6, Mingi Estate, Opposite Fidelity Bank, Trans-Amadi Industrial Estate, Port Harcourt, Rivers State","01 277 0021, 01 1790 9461",http://www.derotechng.com/,https://www.finelib.com/listing/Derotech-International-Ltd/10207/
Tamuno George & Co,"Plot 29/15 Emeyal street, G.R.A PHASE 1, Port Harcourt, Rivers Nigeria","+234-84-239021, +234-84-239105",https://www.tgeorge-co.com,https://www.finelib.com/listing/Tamuno-George--Co/10216/
Damog Nigeria Limited,"Rehoboth Shopping Mall, Ada George Road, Port Harcourt, Rivers State, Nigeria","0802 302 0464, 0802 351 6169, 0805 515 8721",http://www.damognigeria.com/,https://www.finelib.com/listing/Damog-Nigeria-Limited/10252/
Greenoak International School,"99, Tombia Road Extension, GRA Phase 3, Port Harcourt, Rivers State, Nigeria","0808 673 7401, 0708 057 4102",https://greenoakinternational.org/,https://www.finelib.com/listing/Greenoak-International-School/10351/
Jephthah Comprehensive Secondary School,"Km4, East-West Road, Rumuome-Ozuoba, Along University of Port-Harcourt Road, Port Harcourt, Rivers State, Nigeria","0803 309 9677, 0803 742 9779",https://www.jephthah.net/,https://www.finelib.com/listing/Jephthah-Comprehensive-Secondary-School/10352/
Multimix Consulting,"1st floor, Ezewali Trading Complex, 51 Okporo Road, Port Harcourt, Rivers State, Nigeria","0706 857 2338, 0809 555 8659, 0703 161 0371",https://multimix.com.ng/index.html,https://www.finelib.com/listing/Multimix-Consulting/10357/
Rufus Oil Limited,"176 NTA Road, Port Harcourt, Rivers State, Nigeria","0806 673 5204, 0708 395 8405",https://www.rufusoil.com/,https://www.finelib.com/listing/Rufus-Oil-Limited/10372/
Pepperoni Foods Limited,"1, Alakahia Road, Off NTA-Choba Road, Alakahia Junction, Rumualogu, Port Harcourt, Rivers State, Nigeria","0909 262-6664, 0704 628-0947",https://www.pepperonifoods.com.ng/,https://www.finelib.com/listing/Pepperoni-Foods-Limited/10392/
Zitadel Limited,"Plot 52/54 Trans Amadi Industrial Layout, Port Harcourt, Rivers State, Nigeria","0817 814 7228, 0803 402 1792",https://zitadelgroup.com/,https://www.finelib.com/listing/Zitadel-Limited/10430/
Brookstone Secondary School,"International Airport Road, Igwuruta, Port Harcourt, Rivers Nigeria","0815 500 0986, 0807 043 2693",https://brookstoneng.org/,https://www.finelib.com/listing/Brookstone-Secondary-School/10501/
Charles Dale Memorial International School,"Plot 12, Army Range Road, Igwuruta, Port Harcourt, Rivers Nigeria","0806 487 8929, 0803 859 8149, 0708 081 4599",https://charlesdaleschool.com/,https://www.finelib.com/listing/Charles-Dale-Memorial-International-School/10541/
"Federal Court of Appeal, Port Harcourt","13, Moscow Road, Old G.R.A, Port Harcourt, Rivers State, Nigeria",0901 033 1596,http://www.courtofappeal.gov.ng/,https://www.finelib.com/listing/Federal-Court-of-Appeal-Port-Harcourt/10586/
Aluko & Oyebode,"206b, Aba Road, Rumuola, Port-Harcourt, Rivers, Nigeria",084-759595,https://www.aluko-oyebode.com/,https://www.finelib.com/listing/Aluko--Oyebode/10634/
ANSA Systems Limited,"97, Olu-Obasanjo Road, Port Harcourt, River, Nigeria","0803 899 5858, 0805 869 9520, 084 233 551",https://ansasystemsltd.com/,https://www.finelib.com/listing/ANSA-Systems-Limited/10649/
Tin Industrial Services,"12, Woji Road, GRA Phase 2, Port-Harcourt, Rivers, Nigeria","0803 304 6342, 0803 500 9550, 08 477 0618",https://tinindustrial.com/,https://www.finelib.com/listing/Tin-Industrial-Services/10683/
Basilman Group Of Companies Nig Ltd,"K/M 16 PH/Aba Express Way, Port Harcourt, Rivers, Nigeria","08097858536, 08036181388, 07038798660",http://basilmangroup.com/,https://www.finelib.com/listing/Basilman-Group-Of-Companies-Nig-Ltd/10706/
Oarsmanns Maritime Services Ltd,N/A,N/A,N/A,https://www.finelib.com/listing/Oarsmanns-Maritime-Services-Ltd/10707/
Port Harcourt Polo Club,"No 2 Tombia Street, G.R.A Port Harcourt, Rivers, Nigeria",+234 803 339 1322,https://www.phpoloclub.com/,https://www.finelib.com/listing/Port-Harcourt-Polo-Club/10916/
Tin Industrial Services Limited,"12 Woji rd. GRA PHASE 2,, Port Harcourt, Rivers, Nigeria","0803 304 6342, 0803 500 9550, 0806 336 5163",https://tinindustrial.com/,https://www.finelib.com/listing/Tin-Industrial-Services-Limited/15521/
Giant Gee Nigeria Limited,"Suite 1, 4th Foor Left Wing-City Plaza, Plot 596, Ahmadu Bello Way, Garki 2, Abuja FCT Nigeria","0805 520 21103, 09-8766801",http://www.giantgeeltd.com.ng/,https://www.finelib.com/listing/Giant-Gee-Nigeria-Limited/15768/
Okmas Nigeria,"90 East-West Road, Port-Harcourt, Rivers State Nigeria","084 571 137, 084 572 057",https://www.okmas.com,https://www.finelib.com/listing/Okmas-Nigeria/17630/
Eastern Wrought Iron Limited,"Plot 47, Trans Amadi Industrial Layout, Port Harcourt, Rivers State",0803 783 9809,http://www.easternwroughtiron.com/,https://www.finelib.com/listing/Eastern-Wrought-Iron-Limited/19392/
INTECH Process Automation Nigeria Limited,"50 Herbert Macauley Street, Old GRA, Port Harcourt, Rivers State","08075396201, 080 54011233, +234 84 462776",http://www.intechww.com,https://www.finelib.com/listing/INTECH-Process-Automation-Nigeria-Limited/20299/
Topearl Institute,"Topearl Avenue, 175 Abuloma Road, Port Harcourt, Rivers","0809 391 5386, 0809 391 3986, 0813 910 8966",https://www.topearl.net/,https://www.finelib.com/listing/Topearl-Institute/20359/
Solola & Akpana,"12A, Igbodo Street, Old G.R.A, Port Harcourt, Rivers State Nigeria",0818 686 4645,https://sololaakpana.ng/,https://www.finelib.com/listing/Solola--Akpana/20443/
JC International Ltd,"Plot 5 JC Street, Trans Amadi, Port Harcourt, Rivers State, Nigeria",+234 8 455 0158,https://jcinternationalng.com/,https://www.finelib.com/listing/JC-International-Ltd/20640/
Chrissam & Frank Nigeria Limited,"13, Eleme / Onne Expressway, Akpajo Port Harcourt, Rivers State Nigeria","+234 805 474 4182, +234 806 315 3401, +234 802 318 7722",https://www.chrissamandfrank.com/,https://www.finelib.com/listing/Chrissam--Frank-Nigeria-Limited/20657/
INTECH Process Automation Nigeria Limited,"64B, Link Abacha Road, G.R.A. III, Port Harcourt, Rivers State Nigeria","+234 805 933 0560, +234 84 462 776",https://www.intechww.com/,https://www.finelib.com/listing/INTECH-Process-Automation-Nigeria-Limited/20663/
AGS Nigeria,"Plot 3 & 4 Trans Amadi Industrial Layout, Port Harcourt, Rivers","0806 821 5309, 0803 060 2861",https://www.agsmovers.com/branches/africa/nigeria/port-harcourt/,https://www.finelib.com/listing/AGS-Nigeria/20697/
PricewaterhouseCoopers (PWC),"35 Woji Street, GRA Phase II, Port Harcourt, Rivers",084 571513,https://www.pwc.com/ng/en/,https://www.finelib.com/listing/PricewaterhouseCoopers-PWC/20710/
Inspection and Tests Nigeria Limited,"Km 1 Eleme-Onne Road, Port Harcourt, Rivers","0803 784 9615, 0803 708 8685, 0803 875 2576",https://www.inspectionandtests.com/,https://www.finelib.com/listing/Inspection-and-Tests-Nigeria-Limited/20718/
SOL Nigeria,"247, Abuloma Road Off Transamadi Industrial Layout, Port Harcourt, Rivers State Nigeria","0807 219 0616, 0809 615 0000",https://solnigeria.com/,https://www.finelib.com/listing/SOL-Nigeria/20730/
Gennesaret Resources,"1st Floor, Izzi House, 315 PH/Aba Expressway, Rumuokwurushi Port Harcourt, Rivers State Nigeria","0803 401 2002, 0704 283 3378",https://gennesaretresources.com/,https://www.finelib.com/listing/Gennesaret-Resources/20788/
Damog Nigeria Limited,"Rehoboth Shopping Mall, Ada George Road, Port-Harcourt, Rivers State Nigeria","+234 803 402 5760, +234 802 351 6169, +234 805 515 8721",https://damognigeria.com/,https://www.finelib.com/listing/Damog-Nigeria-Limited/20818/
Institute of Industrial Security and Safety,"Awolowo Glass House, 2nd Floor, 29/31, Obafemi Awolowo Way, Ikeja, Lagos Nigeria","+234 805 247 6692, +234 806 832 1550, +234 802 322 6554",https://iissn.com/,https://www.finelib.com/listing/Institute-of-Industrial-Security-and-Safety/20819/
Bureau Veritas Group,"Plot 206 Ordinance Road, Trans Amadi Industrial Layout, Port Harcourt, Rivers State Nigeria","0809 990 3301, 0809 990 3308, 0809 556 5852",https://group.bureauveritas.com/,https://www.finelib.com/listing/Bureau-Veritas-Group/20903/
Westend Diamond Nigeria Limited,"321, PH/Aba Expressway, Opp R.T. Biscoe, Port Harcourt, Rivers Nigeria","0903 371 7606, 0909 489 3703",https://www.westenddiamond.com/,https://www.finelib.com/listing/Westend-Diamond-Nigeria-Limited/20918/
Coscharis Motors,"242, Aba Road, Port Harcourt, Rivers State, Nigeria","0808 852 6452, 0808 852 6471",https://coscharisgroup.net/,https://www.finelib.com/listing/Coscharis-Motors/21387/
